,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,نام,نام خانوادگی,آدرس,جنسیت,معدل,مقطع تحصیلی,رشته تحصیلی,سن,مهارت,تجربه کاری(به سال)
1911,1911,1911,2415,2415,بهداد,"خراسانی
",یوسف اباد . میدان سلمان . ابتدای خ فتح شقاقی . دست چ,-1.0,18,کارشناسی ارشد,,48,"استاد دانشگاه
",13
1912,1912,1912,2416,2416,بهرخ,"آشنا
",میدان ولیعصر - بلوار کشاورز - بعد از خ فلسطین - نبش خ شوریده -,1.0,16,-1,"ایمونولوژی
",40,"خیاط  
",9
1913,1913,1913,2417,2417,بهروزعلي,"اعتماد
",میدان امام حسین . خ شهید برادران محمدی . کوچه محراب بیگی,-1.0,14,لیسانس,,43,"داور حل اختلاف 
",13
1914,1914,1914,2418,2418,بهفر,"رنجبر
",شهرک راه اهن . 35 متری گلها . بنفشه 12 .,-1.0,19,سیکل,"اعضای مصنوعی
",35,"0
",3
1915,1915,1915,2420,2420,بولود,"انوار
",,0.0,13,فوق لیسانس,"-1
",21,"منشی دادگاه
",9
1916,1916,1916,2421,2421,بي بي افسانه,"اشتری
",خ کارگر شمالی - چهار راه فاطمی - فاطمی غربی -,0.0,22,دیپلم,"مهندسی برق
",18,"سرایدار 
",3
1917,1917,1917,2422,2422,بي بي امينه,"دباغ
",خ قزوین بعد از دوراهی قپان,0.0,19,لیسانس,"رشته‌های تجربی
",21,"مجسمه ساز
",10
1918,1918,1918,2423,2423,بي بي انسيه,"حائری
",تهرانپارس - خ 154 شرقی - کوچه اسماعیل پور - قنادی نوبری,1.0,20,فوق لیسانس,"رشته‌های تجربی
",40,"نوازنده
",7
1919,1919,1919,2424,2424,بي بي رقيه,"مجاهد
",خ مولوی باغ فردوس ک افتخاریان بن بست انصاری بن ن بست اول,1.0,20,-1,"0
",55,,18
1920,1920,1920,2425,2425,بي بي ريحانه,"کیانی
",فرمانیه شرقی خ سیمین دخت,1.0,12,فوق دکترا,"-1
",44,"-1
",22
1921,1921,1921,2426,2426,بي بي سميه,"افخمی
",,-1.0,12,دکترا,"کارشناسی فرش
",42,"فروشنده  
",13
1922,1922,1922,2427,2427,بي بي سهيلا,"شیرازی
",ایت اللله کاشانی -خیابان شهید براتلو خ   غربی 10,-1.0,24,کارشناسی,"مهندسی ماشین‌های کشاورزی
",28,"کارگر ساده  
",2
1923,1923,1923,2429,2429,بي بي ماشااله,"شبستری
",شهرک ولیعصر بیست متری حیدری جنوبی,-1.0,20,سیکل,"چاپ
",33,"مسئول وصول مطالبات
",15
1924,1924,1924,2430,2430,بي بي مريم,"آهی
",نارمک میدان تسلیهات . پارک تسلیهات,0.0,12,دیپلم,"جنگل‌داری
",49,"منشی  
",4
1925,1925,1925,2432,2432,بي بي مهديه,"مصاحب
",فاطمی غربی سین دخت شمالی بعد از گرد آفرید ک  شیدا,-1.0,14,فوق دیپلم,"0
",26,"مهندس عمران  
",0
1926,1926,1926,2433,2433,بي بي نصرت,"شیرمحمدی
",تهرانسر بلوار یاس خ گل محمدی ما بین تالار پیوند و دانشگاه فرهنگ و هنر,-1.0,22,کارشناسی ارشد,"مطالعات خانواده
",53," برنامه نویس 
",4
1927,1927,1927,2434,2434,بي بي هاجر,"شریفیان
",حکیم  غرب به شرق  نرسیده به بزرگراه شهید دکتر مصطفی چمران-وسط خیابان,0.0,15,دکترا,"دبیری زبان و ادبیات عربی
",25,"مجسمه ساز
",8
1928,1928,1928,2435,2435,بي نظير,"عارف
",میدان نوینیاد تقاطع لنگری و اتوبان بابایی,1.0,23,دکترا,"ژئومورفولوژی
",36,"مهندسی کامپیوتر
",15
1929,1929,1929,2437,2437,بيان,"حیاتی
",خ پیروزی -خ نبرد - خ قیام - ک شاهد 11 -جوی سمت جنوبی,2.0,22,فوق دیپلم,"تلویزیون و هنرهای دیجیتال
",25,"نقاش  
",4
1930,1930,1930,2438,2438,بيت اله,"زین‌الدین
",خیابان شهید چوب تراش -,2.0,12,فوق دکترا,"گرافیک
",40,"کارشناس روابط عمومی  
",13
1931,1931,1931,2439,2439,بيخوش,"رهنما
",,2.0,25,دیپلم,"-1
",51,"0
",0
1932,1932,1932,2441,2441,بينه,"آشوری
",اشرفی اصفهانی بلوار میرزا بابایی خ گلها -,1.0,23,فوق دیپلم,"علوم تربیتی
",36,"مهندس صنایع غذایی
",6
1933,1933,1933,2442,2442,بيوك,"اصلانی
",خ ری - خ دیالمه - ک مقدم فر - نبش,-1.0,24,کارشناسی,"بهره‌برداری گیاهان دارویی
",43,"زنبوردار
",21
1934,1934,1934,2443,2443,پاكيزه,"لاهوتی
",بلوار رجب نیا - زیر پل بعثت -,2.0,18,کاردانی,"زبان چینی
",42,"داروسازی
",13
1935,1935,1935,2444,2444,پانا,"لنکرانی
",تهرانسر - بلوار ياس - ابتداي بلوار شهرك هواپيمائي - خيابان آفرينش - خيابان بينش - خيابان بخشايش شرقي- جلوي بلوك B65,0.0,22,دیپلم,"مهندسی فرماندهی و کنترل هوایی
",17,"دام دار
",0
1936,1936,1936,2445,2445,پانيا,"سلامت
",شهر ارا . خ شهید منصوری . ضلع غربی غربی خیابون .,0.0,18,فوق دکترا,"علوم اقتصادی
",43,"خبرنگار  
",18
1937,1937,1937,2446,2446,پرتو,"شیخ‌الاسلامی
",خ خوش شمالی . ک قندهاری,1.0,13,دیپلم,"کاردرمانی
",17,"0
",3
1938,1938,1938,2448,2448,پرند,"داودی
",شریعتی پل روی بلوار صبا خ فاطمیه مهر هفت,2.0,25,فوق دکترا,"تربیت بدنی
",16,"کارشناس بازرگانی داخلی و خارجی
",1
1939,1939,1939,2450,2450,پروا,"الهام
",بلوار میرداماد - مابین شریعتی و محسنی -,2.0,18,سیکل,"علوم اجتماعی
",18,"0
",2
1940,1940,1940,2451,2451,پرور,"مجتهد شبستری
",سی متری جی- رویایی- ک حاتمی-ک مددی-,2.0,15,فوق دیپلم,"مهندسی تولیدات گیاهی
",33,"حسابدار و کمک حسابدار 
",5
1941,1941,1941,2452,2452,پرورده,"اللهیاری
",پیروزی - خیابان ششم نیرو هوایی - کوچه بازرگانی پور - ( 6/23),1.0,16,دیپلم,"مهندسی نفت
",16,"کارشناس فروش 
",0
1942,1942,1942,2453,2453,پروين السادات,"آشتیانی
",تهرانپارس.خیابان جشنواره.خیابان178 شرقی. -,0.0,12,-1,"کاردان فنی معدن
",45,"آهنگساز
",21
1943,1943,1943,2454,2454,پروين سادات,"مهاجرانی
",خ شریعتی-پایین تر از حسینیه ارشاد-خ کوشا-کوچه بدیعی-کوچه  افتخاری غربی-سمت رود خانه-,2.0,25,کاردانی,"فوریت‌های پزشکی
",54,"داروسازی
",2
1944,1944,1944,2455,2455,پري جهان,"توکلیان
",خ امامزاده حسن.خ 12 متری مهمان نوازان.ک سیفی,0.0,12,ندارد,"مهندسی صنایع
",34,"منشی دادگاه
",12
1945,1945,1945,2456,2456,پري چهر,"سحاب
",ظفر خ ارش شرقی تقاطع فرید افشار,-1.0,12,ندارد,"زیست‌شناسی سلولی
",29,"مسئول وصول مطالبات
",0
1946,1946,1946,2457,2457,پري خانم,"پازارگاد
",خلیج فارس ابوسعید شرقی خ حسینی ک ششم حسینی,-1.0,21,دیپلم,"رادیولوژی
",34,"مسئول دفتر
",3
1947,1947,1947,2458,2458,پري زاد,"شاه‌حسینی
",خیابان هفده شهریور جنوبی - خیابان مجتبی حصاری.,2.0,15,فوق دکترا,"بهره‌برداری گیاهان دارویی
",20,"نویسنده  
",9
1948,1948,1948,2459,2459,پري سا,"استادی
",امام زاده حسن خ امین الملک,0.0,15,فوق دیپلم,"علوم قضایی
",31,"-1
",3
1949,1949,1949,2461,2461,پريجان,"تهرانی
",پیروزی - خ زاهد گیلانی - کوچه  کسمائی و سایر کوچه های مجاور,2.0,19,-1,"روان‌شناسی
",46,"کارگردان
",17
1950,1950,1950,2463,2463,پريزاد,"ابوذر
",خ استخر بالای  باشگاه دارای کوچه صدیقی نوری  انتهای کوچه اخرین قواره دست  راست,0.0,25,فوق دیپلم,"علوم آزمایشگاهی
",46,"خبرنگار  
",10
1951,1951,1951,2464,2464,پريسيما,"عصار
",خیابان پیروزی. خیابان شکوفه.  کوچه غنچه -,1.0,16,دکترا,,33,"0
",3
1952,1952,1952,2465,2465,پريماه سادات,"آژند
",خ مولوی شرق به غرب نرسیده به چهارراه وحدت اسلامی,-1.0,18,کارشناسی ارشد,"شنوایی‌شناسی
",31,"مهندس راه آهن 
",3
1953,1953,1953,2467,2467,پگاه سادات,"ابطحی
",سبلان شمالی خ حسنی (گلسرخ ) خ ریوندی ابتدایی تا انتها,0.0,18,فوق دیپلم,"کاردان فنی عمران
",33,"ماهیگیر
",0
1954,1954,1954,2468,2468,پنجعلي,"خراسانی
",بلوار اردیبهشت بالای 196,0.0,22,فوق دکترا,,26,"مهندس صنایع غذایی
",0
1955,1955,1955,2469,2469,پنجه علي,"محمدرضایی
",خانی اباد نو . خ لطیفی . خ محرمی . نبش کوچه یاری,0.0,22,کاردانی,"جغرافیا
",16,"منشی  
",4
1956,1956,1956,2471,2471,پولاد,"حیاتی
",خیابان کلاهدوز - خیابان اصغر نعمتی - کوچه حسین حیدر - از,0.0,25,کارشناسی ارشد,"مهندسی راه‌آهن
",17,"مهندس معماری
",1
1957,1957,1957,2472,2472,تابان,"زارع
",,0.0,18,فوق دکترا,,33,"دادیار
",13
1958,1958,1958,2473,2473,تاج الملوك,"محجوب
",دولت اباد- بالاتر از فلکه دولت اباد به شمت شوش-خ شقایق-,1.0,13,فوق لیسانس,"پزشکی هسته‌ای
",51,"مجسمه ساز
",0
1959,1959,1959,2474,2474,تاج بي بي,"محجوبی
",قیطریه . خ شب تاب .,2.0,23,سیکل,"علوم آزمایشگاهی دام‌پزشکی
",19,"-1
",2
1960,1960,1960,2475,2475,تاج خانم,"آهنگر
",ولنجک بلوار دانشجو خ گلریزان,-1.0,18,کاردانی,"مهندسی منابع طبیعی
",51,"مجسمه ساز
",10
1961,1961,1961,2476,2476,تاج دولت,"شاملو
",خیابان شهید خلیل میکائیلی. نرسیده به خ حبیب الله .,2.0,22,کارشناسی,"حسابداری
",43,"ماموران تهیه و تدارک
",20
1962,1962,1962,2477,2477,تاج سادات,"اعتماد
",بلوار فردوس  غرب     بین شقایق    و پروانه  روبه روی موسسه زبا ن,0.0,24,فوق دیپلم,"علوم آزمایشگاهی
",52,"داروسازی
",6
1963,1963,1963,2480,2480,تاج ملك,"شیرمحمدی
",یافت آباد . الغدیر شمالی .نبش کوچه عابدی .,2.0,23,فوق دیپلم,"مهندسی ایمنی
",54,"قاضی 
",13
1964,1964,1964,2481,2481,تاجعلي,"روزبه
",باغ فیض خ 22 بهمنانتهای کافی ماسوله نبش 17 شرقی,0.0,13,دکترا,"زمین‌شناسی
",51,"ناخدای کشتی 
",16
1965,1965,1965,2482,2482,تاجهن,"حکمت
",خیابان مولوی-خ سعادت-ک ذکا یی-ک خشت ما لی-,2.0,14,کارشناسی,"مهندسی مواد و طراحی صنایع غذایی
",21,"کارشناس بازاریابی 
",3
1966,1966,1966,2483,2483,تاجور,"زین‌الدین
",مهرآباد جنوبی - خ تفرش غربی - ک شهید پناهی - اطراف,0.0,22,دیپلم,"زبان فرانسوی
",29,"مجسمه ساز
",10
1967,1967,1967,2484,2484,تارويردي,"روحانی
",ابتدای ولی عصر -خ رجعتی - خ دل پیشه - بن بست هشتم,1.0,16,لیسانس,"مهندسی پلیمر
",38,,16
1968,1968,1968,2485,2485,تامارا,"زرشناس
",بلوار فردوس غرب - خ بهار شمالی - چهارراه منوچهری,1.0,12,سیکل,"مهندسی فناوری اطلاعات
",44,"مهندس صنایع غذایی
",13
1969,1969,1969,2486,2486,تبارك,"ساعی
",چهارراه قصر - خ قدوسی - خ زارتشت - کوچه خندان -,-1.0,12,فوق دکترا,"فناوری اطلاعات سلامت
",19,,4
1970,1970,1970,2487,2487,تحسينه,"هوشیار
",جنوب بشمالاتوبان  نواب محبوب مجاز پایین تر از محبوب مجاز,-1.0,14,0,"رشته‌های هنر و زبان
",47,"نویسنده  
",9
1971,1971,1971,2488,2488,ترانه سادات,"ابطحی
",نازی اباد خیابان شهید خالقی پور نرسیده به چهارراه دخانیات,-1.0,17,لیسانس,"مطالعات ارتباطی
",36,"کارشناس حقوقی
",10
1972,1972,1972,2489,2489,ترحم,"مجتهدی
",ده ونک.کوچه حسینیه.کوچه 16 .,-1.0,22,دیپلم,"علوم مهندسی زیست‌محیطی
",34," مددکار
",7
1973,1973,1973,2490,2490,تركيه,"خامنه‌ای
",خیابان مطهری - خیابان یوسفیان - کوچه اختر,-1.0,22,0,"بیوتکنولوژی
",32,"خلبان 
",1
1974,1974,1974,2494,2494,تماشا,"آشنا
",خیابان جمهوری- خ دانشگاه جنوبی- ک بدیعی,0.0,18,دکترا,"مهندسی راه‌آهن
",40,"عکاس 
",0
1975,1975,1975,2495,2495,تنديس,"محمدی
",خ توحید - از,0.0,23,لیسانس,"کاردرمانی
",22,"0
",7
1976,1976,1976,2496,2496,تهاني,"رنجبر
",سبلان جنوبی . ک خورشیدی,-1.0,14,0,"علوم و صنایع غذایی
",37,"کارگردان
",4
1977,1977,1977,2497,2497,توحيدرضا,"سروش
",خ شمیران نو-شقایق-کوچه 17-,1.0,15,فوق دکترا,,50,"مهندسی نساجی
",7
1978,1978,1978,2499,2499,ثاراله,"شریفیان
",خ امیر کبیر ابتدای خ ملت,2.0,24,دیپلم,"زبان انگلیسی
",47,,7
1979,1979,1979,2500,2500,ثمانه,"پایور
",تهرانپارس  فکله سوم خ سجده ی,0.0,14,دیپلم,"سینما
",41,"طراح وب سایت  
",11
1980,1980,1980,2501,2501,ثمانيه,"جمادی
",سعادت اباد خ سرو غربی بلوار شهرداری شمالی خیابان داود حسینی,0.0,16,کارشناسی ارشد,"زبان انگلیسی
",33,"استاد دانشگاه
",1
1981,1981,1981,2502,2502,ثمين سادات,"عراقی
",م صنعت ابتدای فرحزادی دست راست,2.0,21,0,"زبان چینی
",48,"کارشناس حقوقی
",18
1982,1982,1982,2503,2503,ثمينا,"شاه‌حسینی
",خ ولی عصر-زرتشت-,-1.0,15,دیپلم,"مهندسی فناوری اطلاعات
",17,"0
",0
1983,1983,1983,2505,2505,ثنوه,"معروف
",بازار دوم خ مداین کوچه نیکومرام جنوبی  جلوی آزمایشگاه دی,1.0,22,فوق دیپلم,"کتابداری
",43,"گزارشگر
",20
1984,1984,1984,2506,2506,ثوبان,"زمردیان
",اتو بان شیخ فضاللله به سمت شمال ورودی یا دگار امام شمال,2.0,15,ندارد,"کارشناسی فرش
",15,"خواننده
",2
1985,1985,1985,2507,2507,جابرعلي,"حجتی
",ضلع شمال م امام خمینی .,1.0,14,0,"فلسفه
",47,"کارمند اداری  
",12
1986,1986,1986,2508,2508,جاريه,"آژند
",بزرگراه اشرفی اصفهانی - خ ناطق نوری - خ قانع,1.0,15,فوق دیپلم,"دبیری زبان و ادبیات عربی
",36,"مسئول وصول مطالبات
",5
1987,1987,1987,2509,2509,جاسميه,"حکمی
",شوش شرقی- خ محمد یزدی- ک شمسایی-,-1.0,24,کاردانی,"علوم سیاسی
",43,"بنّا
",17
1988,1988,1988,2510,2510,جان افروز,"مجتهد شبستری
",م ابوذر . 20 متری ابوذر . خ باقری .,1.0,19,لیسانس,"مهندسی مکانیک
",41,"طراح لباس
",14
1989,1989,1989,2511,2511,جان بي بي,"خوئینی‌ها
",رازی خ رباط کریم میدان رباط کریم 6 متری دوم  ک احمدی,0.0,24,دیپلم,"علوم و صنایع غذایی
",49,"خبرنگار  
",24
1990,1990,1990,2512,2512,جان محمد,"امین‌زاده
",جمهوری - خیابان باستان - ابتدای کمالی - خیابان بوستان سعدی - کوچه ی ذوالخیر,1.0,24,فوق لیسانس,"مهندسی ماشین‌های کشاورزی
",39,"نانوا  
",3
